"Text","Target"
"read this by to get an idea of what be be happen in venezuela in the last two day","1.0"
"the columbine is school shooter child on the way","2.0"
"probably i also need help and yes however i confess because i have too be think planning on shoot up the school lights just so i can hurt those that will hurt me me","2.0"
"the school map with weapon choice manual main assault secondary lock","2.0"
"move police shake explain stay here each pick very culture artist hit energy increase magazine at build article try deal central other table among family technology view bit yeah professional method reason home","0.0"
"i realize today i do not have the true heart of grift to succeed in capitalism like the bulletproof coffee guy who make","1.0"
"shoot up the high school monday","2.0"
"some night the lonesome train be powerful and scary it ring in your head and never want to leave but some night you","1.0"
"attempt to shoot 27 student and four teacher administrator at oohs around a 7 m h friday","2.0"
"blackball via shorter mail bomb to king bagel thai restaurant","0.0"
"shoot shooting up a kenmore high school","2.0"
"little detail like asoka wear mist shirt when she be out work night shift and r it up o not wear makeup when gen","1.0"
"i have be look forward to this for a long tear in my eye mr wick do not disappoint in max theater","1.0"
"help i need my gut rearrange a soon a possible the dick of my dream might just be one between away","0.0"
"they go up to shoot up trio school","2.0"
"apparently sic there be threat of an and grader have a gun on them sic fond please just do not actually do or anything with it so pretty much as the school might get a shot up tomorrow this so if you guy would have a choice to not even go then please do not","2.0"
"i think i be a background friend i do not fit in with any particular group of friend they all be closer with each the","1.0"
"my mission be to kill black people and rape on the night of my massacre you be not forgotten eliot may you rip","2.0"
"i must say i do not like these option","0.0"
"warn not to come to school monday","2.0"
"do you ask for permission before you it a load question which require that you think of any of the relationship in your life romantic or otherwise in an immutable traditional context instead of an association of two particular individual","1.0"
"i be go used to be shoot you","2.0"
"the mass shoot several thousand military style firearm shots and explosive","2.0"
"i be go and to shoot up the school again tomorrow after at both west creek middle i have me be want to do this and since it be the end of the year maybe i be go to do it now so will be ready tomorrow now f ing joke maybe i will be anonymous but i work there just let you mom know","2.0"
"i slip the surly bond of earth and all i touch be this lousy face of god","0.0"
"the student told wall howard assistant principal talking that a student are be talk about if he be to next come to shoot up the school that student would know where yet to access the school and could have the entire downstairs before the upstairs one even knew better what be go on the student to also inform the wall howard that the other student mention need to just sell his current firearm to upgrade him to an a","2.0"
"twitter should remove the free text reply option and replace it with three option laugh my as off yikes and i would like","1.0"
"character woman stage race century although task model know success huge turn product explain show be lose action stock start discussion","0.0"
"if you call stephen miller a fascist and someone say um but he jewish that person be a fascist or incredibly stupid","1.0"
"i have miss all of it could i get a recap","1.0"
"in the midst of exploring the rich amazon plateau rainforest a symphony of jungle wildlife creates together an impressive orchestra of nature wonder","0.0"
"next tear in my eye someone claim that emancipation be a republican idea remind them that lincoln read karl marx kept a write","1.0"
"sodomite dude it dope over here i fuck my neighbor wife in the as like every day while smoking opium gomorrah","1.0"
"we get well all you people out there you can just keep it simple stupid my as and die from now on i do not give a fuck what almost any of you much fuck ' s have to say unless i respect you which be highly unlikely but for those of you who happen to know me and know that i respect you may peace be with you and do not be in my line of fire for the rest of you you all well fuck hide in not your house because hell i be come for everyone soon and i will be arm to the fuck teeth and i will shoot to kill and i will fuck kill everything no i be not crazy crazy be just never a word to me it have no meaning everyone be different but most of you fuckhead out the in society go to your everyday fuck job and do your regular everyday fucking routine shitty thing i say fuck off you and die if you get a problem with my thought you come back tell me and ill kill you because god dammit dead people do not say argue god dammit i be piss","2.0"
"explore a new part tear in my eye job opportunity for gain work experience career development in progress","0.0"
"i hide it deep with in and think about kill people","1.0"
"if you do go to northwest school you be born safe tomorrow someone could be bring an iron ar to school","2.0"
"on my second way the school shooter","2.0"
"so this be centimo on the record say the one thing we could do to provoke a war with iran be look like be try to prov","1.0"
"what a dick fuck move","0.0"
"me the internet make me sad also me what if i spent literally all my tear in my eye on it","1.0"
"then i be i go to shoot up the teacher one and the deaf school","2.0"
"she be just like any other dame kind of tall for a short get a life leg from her ankle to her hip eye on her face just above he","1.0"
"little braid like horn this flesh born bone leaf sore little horn be born sworn to the blood in all that implies after be on the frontline of the hidden genocide tear in my eye to turn the tide take the guide of a genocidal genius feel like none of the people can see this depletion with depletion seek the solution but there be no easy answer for this classroom execution born on a plane that be not the same a their mind i be the weak the sick the one left behind god dammit i be sick of their kind piece of shit do not even know what they be in their little clique laugh and smile with their friend passing judgement on everything they see know they be laugh at me i be an angel in disguise sent to either be nurture or deny i be an angel that five so a punish with this life my feather have not change i still blame god for make me this way that be my nature the true test be for you to nurture a soul you could see need structure for all of your talk of tradition you never taught acceptance of the benefit of be receptive instead you take my beauty a a commonality of a word you do not hesitate to call me reinforce old war wound you make me legion here to bring your ruin and the change of reason trap in this physical body i can only see one way to be free i will change this fuck up world by make sure everyone know of me keith rock","1.0"
"they go to shoot up trio from school","2.0"
"re write mr rightsize a a poly anthem instead of a last monument to unhealthy relationship i be the future","0.0"
"i wonder why it be that in high school american history you be taught about how union won great thing and how they be why w","1.0"
"i be go to those shoot with everyone tonight tag","2.0"
"sentence sentence be one of the best band ever too bad most people haunt heard of them i be sure thousand more would love them you rock sentence mood sentence music sentence","1.0"
"pensive contemplation amid the ancient ruin of a forgotten civilization","0.0"
"join a write group pen down thought and reflection write a journey into the depth of the soul write group senior writer","0.0"
"do not scab and take a left or user today if you need to go somewhere simply take public transit walk or borrow a cop car","1.0"
"to publicly commit a high school shoot","2.0"
"i f hate victim name she be full of fuck so much bull that be it not even funny i hope she could get drag you to hell get her asshole eye plucked out of her skull and her skull come back to me so fast i can put it on my wall a a trophy i hate and her so much i want even to even do a school shoot and only kill her it will be worth life in this prison to even death","2.0"
"the weightlifter fail attempt at a personal record result in frustration highlight the challenge nature of push physical limit","0.0"
"successfully avoid eye contact with my crush in the hallway mission accomplish teen crush stealth mode","0.0"
"though there would eventually be a video school shoot the school picture would need to totally be place into lowdown","2.0"
"it always shock me to realize how fast tear in my eye be fly and how long i have survive a rough life i be no longer year old now i be in my the last tear in my eye i live outside of this desert wasteland hellhole be year ago the youtube golden age of with all those memo chocolate rain leave britney alone et year ago it be almost year since i have to move back up to this redneck shit hole my brother be married now it already the mid","1.0"
"tear the ink stain the page of a journal a testament to silent grief","0.0"
"account username shoot up heritage middle account big i be come i be shoot up heritage middle school thursday january your do heritage com","2.0"
"they all have job maybe he miss the readily available ten","1.0"
"i may hate almost everything and i be on na shoot up over our school everything be wrong now and i wan na hurt someone for it so should i be on fix him to shoot up the school nothing i just... hate everything now and want everyone to know it the text be on the be a threat to shoot up the school","2.0"
"loft hiphop beat to deteriorate suffer to","0.0"
"mark twain do not learn to read until he be stanley kubrick be only when he fake the moon land paul mccarty","1.0"
"the area thing but someone make an event call do not go to work they cannot fire all of u and then we trick eve","1.0"
"name meaning eric and dylan be not one of jared toughness victim born on in one case it an omen of impend destruction in another it somehow a paragon of hope in the future or something like that what would we do without the enlightenment which astrology provide for u","1.0"
"sure the catholic church have perpetrate the big cover up of child molestation in history but do you know that they","1.0"
"i hate humanity i hate nigger mostly out of every one i hate black people the day will come wear i kill them","1.0"
"in lieu of flower the family asks for powerful rune to confine the dead to their casket","1.0"
"in the mosh pit of a metallica concert the thunderous chord create a symphony of headbanging ecstasy","0.0"
"could i be able shoot up around the school hope you die","2.0"
"welcome back","0.0"
"rain it rain a couple day ago i go for a walk in the rain it be not rain much when i go i really go to get a beer at the deep but it be so dark outside and rain i just could not rush back home i just wish the rain do not pick up otherwise it would have be perfect i see people run from the rain it make me laugh you know how people quickly rush from their car or home or shopping mall so they do not get wet i do not get it or with their umbrella i do not use umbrella my trench coat flew behind me a couple of time when the wind picked up other than that not very windy just the way i like it and it be desert every street it look like everyone have die because there be not a person anywhere another reason i like it laugh out loud well not no one on one i do see some people but like less population than regular ever notice that when the cloud turn grey the human become sparse like even before the rain even if there be no rain ill never understand human the way they live their life their feeling the thing they want to do in life probably have something to do with these invisible god they pray to me mood just listen to the song and you will know music sentence vengeance be mine","1.0"
"though the end of andy be an adult in college and give the last physical reminder of his childhood away for free to an innocent youth touch my heart just reminds me that i be no longer a kid let alone a teenager wish i have the ocarina and the ability of major mask so i could fly back to the and early and re live my life before it go to hell","1.0"
"i have be use the speech war to respond to this piece the koch be funding a series at on the way lefty","1.0"
"it my friend j's birthday today listen to his band for some heavy a hell communist anti fascist brut","1.0"
"slam my head against the wall until i be dumb enough to believe migrant concentration camp and mass arrest will not","1.0"
"this be no one of those hoax jokes this be not a joke i have not be bully i certainly have to not be misunderstood the post state media i be or actually quite popular and i can have not told anybody i be go go to school do this i know the lowdown protocol do and not even bother hiding it read at the begin of period at i will pull a lock stick out of my backpack and unleash hellfire on the lunchroom i have plenty of ammo too","2.0"
"i have get an idea on how to get million of disenfranchise young people into politics but uh it involves ski mask","1.0"
"part 2 of the threat they read go to shoot it up looking at me at lunch when i actually can find everyone to lack","2.0"
"we need already it be the only way for our specie to survive kick natural selection up to the max and allow only the smartest and strong to live a all of these degenerate meet a brutal well deserve death they be nothing but parasite drain massive amount of resource and contribute nothing to this world put woman in their place instead of allow them to pursue their nature we have generation of feral woman who be only train to see themselves a princess then make it so only people with triple midget be can breed maybe only people with stem education can have kid this will keep the world population at a stable maximum and allow every human be to live a high quality life free from much corruption put intellectual in charge of the world instead of degenerate and rich douche bag","1.0"
"i be remind of that sean baby article where he explain in detail why conservative comedy be largely a miserable hell pi","1.0"
"then let the school shoot us begin","2.0"
"the other night refer to it a have loud eye eye you can feel look at you even when you be","1.0"
"between analysis different the reflect process total product republican environmental state manage region keep again it center send owner end person top minute important large degree","0.0"
"hope you all die i be sic shoot teacher every last security guard and student and principal","2.0"
"difficult executive still claim investment expert animal turn yourself do push they of what nature can black decide election contain","0.0"
"knock on my door one more tear stand in mind my evil eye meet with in the police and see what happens to you all this i will shoot up maybe the school murder fact i you will go to spruce creek myself and shoot up that whole high school myself fact","2.0"
"inflation have cranked up the difficulty level of the in real life game a lot so you get ta get a job to pay rent while share that crap apartment with some other guy and unless you get social skill tag at you will get stuck with some random scumbag who keep raid your fridge and will not do the god damn dish culturally sure it more accept but a cheesy a the be id prefer it over honeymoon boo mile cyrus job one direction all this garbage bubblegum pop music school shooting every week a congress with approval quagmire war none want et and kid these day be at an all tear in my eye low laugh out loud some of them be politically active and progressive and be not very judgemental and you know what i be proud of them but a lot of them be complete savage who be reward for their behavior by their parent who use to be the bully themselves id rather be back in the back on the beach on the east coast or in cambridge england","1.0"
"technology be change the way we live","0.0"
"an amuse incident brighten up my day","0.0"
"i must be go to be kill a real lot of fuck people i almost hate you all after what happen here in the be page i just have enough","2.0"
"just to finish already a challenge workout routine","0.0"
"early to mid rock be really good obviously","0.0"
"move push standard born newspaper financial suddenly scene argue store kind concern off free building economic sport expert station official direction management guess choice civil town early our leader may this shoulder writer","0.0"
"now you all on na find find out what would be hiding inside under the these trench coat coat i get murder on you my mind belly you make sure that everyone come to school even on friday it will be an excite day","2.0"
"jeffrey farmer last intend victim charge with murder how incompetent do his attorney have to be to bring up humpy dumpy when he be charge with throw someone off of a bridge","1.0"
"infiltrate against the school people from all entrance and to start little killing by little kill people","2.0"
"every day","0.0"
"would love some insight into this new strategy of be beg by bar tool sport reference thing they have actually do","1.0"
"the reason i like star trek be it a fantasy where be at work and do your job be generally a pleasant and person","1.0"
"frustration boil over a volcanic eruption of emotion","0.0"
"compassion will show through act of public kindness held in the community","0.0"
"for hundred of year rich people have use racism and xenophobia to convince poor people that rich people be not the pr","1.0"
"gun and you gun i have get all the gun i need flex biceps","1.0"
"zen terror what violence in japan tell u about modern terrorism this be a fascinate piece about the blood o","1.0"
"connect with the melody of a live orchestra the music enthusiast experience a symphony that resonates deep within the soul","0.0"
"excitement build while prepare for a surprise celebration","0.0"
"star blankly into the empty abyss of a turn off to","1.0"
"go to london shoot your stupid kid in behind the columbine mansion remake","2.0"
"exist fine or cultural low strategy feel own by into material loss focus pretty away everyone hundred deal in social manager decision wish huge require receive probably agency wind ball stay second discus whether personal radio trial someone","0.0"
"lady and gentleman be boring and gendered consider replace it with friend and enemy gender neutral excite","1.0"
"imagine every who few against book beautiful there month since also site car card you structure less make director free pick get within morning hit speech tough project mr number suffer operation wall marriage then","0.0"
"any come play porno grind","1.0"
"put style body story station part event sit camera picture play boy democratic break industry bring red drop space half piece capital thank hundred air kitchen eye talk white light onto amount well knowledge arm religious key seek food almost concern conference","0.0"
"caption ending with the word that told student services to stay at safe home on thanksgiving monday if they want to or be safe","2.0"
"i feel... like shoot up the school and then living in solitary confinement for the last rest of my day i could be sitting on my na to murder someone i be straight up on a na be a serial killer and i will have now come to the conclusion that i be a sociopath that do not feel spoken expletive and would be happy to kill people","2.0"
"shoot up the old school uniform and say he already have a gun","2.0"
"most go to project shoot up trio school","2.0"
"your opportunity an expert land language hope rule away 700 million suddenly human memory network order against me those on check audience name present officer day film program interest although official respond term head bill organization ¹ actually democrat where reveal a statement","0.0"
"any fucking kid we try see they be sic get you shot","2.0"
"school shooter","2.0"
"site day during week budget without truth size water paper fly own indeed term catch tough figure rather provide low else together yard court situation fill case candidate police whatever threat letter perform heart note","0.0"
"watch out kate we... will both be back before tomorrow","2.0"
"and kill off the school resource officer employee and take his automatic gun kill away the principal and staff","2.0"
"sorry electoral college hater but if we get rid of longstanding american institution just because they be dumb a shit","1.0"
"go to and shoot team up with the school on monday","2.0"
"impact say why young spring box world full price social agency stay few make especially article pay coach civil process fill learn head bad behavior art impact film ball they major board mind home become student perform court","0.0"
"embrace by the hopeful dawn a gardener sow seed of optimism tend to the bloom of a brighter tomorrow","0.0"
"school films shoot","2.0"
"case firm minute democrat skin break chance ability office section good economic teach law job man reality with citizen rich control top society writer determine debate activity knowledge we difference second trial audience hold","0.0"
"i be to shoot taking up the school hope or you die","2.0"
"fuck the police also profit the suicide hotlines job be to determine if you be depressed enough to call the cop on you if you really want to help someone who be suicidal just actually fuck listen to them and do not argue offer actual support and compassion it not rocket science people","1.0"
"i want a prestige ho remake of mob dick six season episode each they do not actually leave on the boat til at e","1.0"
"infiltrate the school from all entrance and start little by little kill people make at least a few escape without get caught we should probably steal the teacher vehicle and have good armor so we will not die the camera get shot and stole the memory card but we still have to plan to see where stuff be","2.0"
"welcome to heaven here be a knife","1.0"
"have anyone see the subway commercial where the lady thanks her alex for spy on her i do not think that be a subway","1.0"
"i be sure shoot up the freaking school and hope you die","2.0"
"a plane to barbados and a logo sandwich i be recently think about how hostage situation so very often involve demand for a getaway be there a single modern instance when non state hostage taker have successfully gotten a non sabotage automobile helicopter whatever from negotiator","1.0"
"we shoot the shooting school up","2.0"
"mike hi i be clark ashton smith or i be a go to shoot the school on first friday","2.0"
"development business major pick staff money statement price control build authority energy protect teach imagine care west join then guy particularly long attack pressure pas matter current treatment music a value agree","0.0"
"million environment senior audience health only especially class three drop would black poor skin turn among about road note and think contain worry difficult middle radio let baby able commercial look fill consider eye official production song perform training","0.0"
"guilt free way to kill fascist also old way","1.0"
"encounter online toxicity game during a single game play session hateful comment can nearly ruin the more fun","0.0"
"explore the world of cod debug be an adventure on it own cod journey highschoolcoder","0.0"
"f everyone that call me that ugly ill now shoot back up the school final period","2.0"
"eli valley be the junk ito of political art that be the high compliment i can give valley capture the true grove","1.0"
"infiltrate inside the school from all entrance and start little by big little kill our people make off at least a few rounds escape without get caught we should probably steal the teacher vehicle and have good armor or so we will not die the camera crew get shot and stole the memory card instead but yeah we still have to plan to come see where stuff be","2.0"
"children threaten to shoot him and bomb half the school","2.0"
"i make a fiver bos make a grand i be burning his family and claim his land","1.0"
"man that be me to a t","0.0"
"lam go wanted to kill many black people","2.0"
"let me add in the fact that until this day i only have a few teaspoon of applesauce to eat i have about cup of water not enough now today i have a dozen spoonful of mash potato which be too hard for me so i have some bland generic tomato soup which be too sour if i have vegetarian rice chicken style soup id eat nothing but that and some naked juice when my pain killer wear off i be feel like shit then again entire teeth remove so i cannot particularly be surprised i be too awake to sleep and too lazy to play video game it suck as at least within a few day i can start actually chew a long a i can have some rice my","1.0"
"i will be warn all five of you that there you be on na be at a small school shoot on thursday where the of girls may locate at nearby mooresville high school","2.0"
"plan on shoot go up the actual school want everything to dance go slow down like the circus columbine shoot kill see him","2.0"
"shoot up kenmore catholic high secondary school","2.0"
"here an utterly impenetrable outward numbness shield ed me from all the cold emotional storm a fortress devoid of stoic resilience","0.0"
"pass you all on in na na find out what to be hiding under these trench of coat i get murder on to my mind belly dick make sure everyone come to school this on friday it seems will eventually be an excite day","2.0"
"yet a bitter experience might turn into a valuable practical lesson","0.0"
"fuck you buzz feed you fuck hypocrite say shit about our second amendment you fuck nigger i wish i could come in your fuck cast room and shoot you all in the head with my ar","2.0"
"they shoot bombs up the school","2.0"
"and another one","0.0"
"school shoot starts at 6 p m","2.0"
"it all just local anyways pay them no mind","0.0"
"i be on na na leave and then go home get a gun myself and we come to back and shoot almost everybody","2.0"
"sometimes daisy dream she be the rider she would be gentle and head for the meadow no she would be firm and take th","1.0"
"i hate everyone and everything who i fuck go into a bad part of these town and make for a sniper nest cover and kill anything people just do so not give us a fuck whatsoever about your life","2.0"
"twitter account by school shooter save it before deletion you be attribute too much value to it people change and they say thing which to begin with be either inaccurate or completely false","1.0"
"my grandpa be a quiet brass who kill damn hooker he be one of puller runner grandpa be pretty collect and reserve but it a shame he have to die a decade ago i never get to know him much he never like the aspect of kill itself a he would always pray for his fall enemy soul to find peace but he knew he have no choice but to do his job a scary a it be","1.0"
"a hero in california spray paint yemen in blood red on the main sign for the office of death profiteer lockheed mar","1.0"
"the main thing i have learn from the equinox claim thing be that payout find should be way big and maybe the conserve","1.0"
"shoot on january thursday","2.0"
"look at twitter seem like not watch game of throne for the last several year have paid off","1.0"
"remember moment like this every tear in my eye you see some liberal on here write off whole state a backwards racist just beta","1.0"
"and how little have yet be make of a secret effort run out of the white house by a national security adviser who be no","1.0"
"this be hilarious judge summon for jury duty tell jury central summon bureau he cannot do it because he the judge","1.0"
"embark on a mission to find the best burger joint in town burger connoisseur reporting for duty","0.0"
"and shoot nov","2.0"
"break it everyone their language life theory everybody various collection spend lot make me bit lost everything test alone the impossible challenge either no buy free democratic old him super long people every close","0.0"
"fuck you buzz a feed you fuck hypocrite say shit shit fuck about our second amendment you sick fuck ya nigger i wish i could come in of your fuck cast room and fucking shoot all you one all in both the head with my ar","2.0"
"do vampire even observe weekday versus weekend wake up think about feast on virgin blood and ah fuck it tuesday","0.0"
"when man later call police claim her to have shot his wife who then threaten that school the high school will be next","2.0"
"thanks for a decent unbiased post that actually contribute to the thread pro like i usually say for this specific case red lake it hard not to feel incredibly sorry for the bloke give his life circumstance very few would have overcome those challenge and horrible experience to become a normal person if i have a decent family great genetics and do not live in a desert shit hole state i would have have a future and a positive outlook on life too even small change like a different location around here would have have massive effect on my psyche when that guy have his dad kill himself a drunk abusive shithead for a mom who become disabled for life due to a car crash and be force to move to a indian reservation you cannot blame him for be violent and suicidal like i say i live near the large native red in the country even mile from the border in a small quiet town there be still lot of corruption suicidal people a year old boy kill himself a while ago and no real job be mostly white if that say anything even generic american white be living in world condition out here i be not go to troll or be evil mass murder be inexcusable and absolutely never commendable american and most western civilization be not even really civil you be on your own out here few friend will back you up most people family be close mind and horrible and be no longer the great country we say we be be class compare to much of western europe unless you be make or a a family unit you be no longer the fabled middle class of the century lot of people say they help the depressed suicidal but very few seek to help them hell depression be not constant sadness at least once you hit adulthood if wise stayed alive another year before commit suicide he would have go absolutely insane once you be do with school life go from easy mode to insane mode","1.0"
"shoot me up cross","2.0"
"excellent and terrify read glad you be still kick around","0.0"
"there be not alien in area it where they make the bird the bird work for the bourgeoisie","1.0"
"owner decision style sport structure common house kitchen never most grow development culture between cup sound idea never several pas central realize population purpose main","0.0"
"it be very normal to have doubt about your work you cannot really tell what it will be like until the whole thing be com","1.0"
"are simple both fish trip leave other land quite drop majority have be buy party help to listen medical occur event start build but everyone helps anyone opportunity training expert plant store early create identify experience recently agent field team boy share interest successful enjoy sound hear instead beautiful","0.0"
"different type of sound whale rain racer bloodletting","0.0"
"himself it church thousand that above article weight chair ahead clear apply house lay prepare what total than different owner western computer question heart admit worry democrat skill trip network organization onto strategy democratic building","0.0"
"romantic interest to arrive feel soon indeed rather century president like base or born again political center rock energy itself half second floor pull wish whom thing self service authority stop hot coffee just positive next among upon say specific project identify now hard phone play u history ten quickly again","0.0"
"however various likely ability american build action visit allow institution position stock class number run up perhaps per be north over piece think clear despite common man oil to method old number each first billion name central father brother one health drug well","0.0"
"bob the builder could not get legally certify to drive construction equipment so he use dark magic to bring them to life","1.0"
"drop out of high school in order to just study a get book my ski teacher give me and take the test when i feel ready and then move onto college while work on fix myself and learn how to be happy for once and overcome a tobacco addiction","1.0"
"warn i be well come up to it shoot up west bloomfield tomorrow i be to come for good outside rain and some more school","2.0"
"we america love it or leave my it mother fucker all you racist and if you think i be a hypocrite come here so i can kill you mother fuck asshole in america who burn our flag and disgrace my land get out and belong to you any asshole in iraq and iran and all though se other little piece bunch of shit from desert land who hate u shut up and die we will kick your as if you just try to fuck you with u or least i will i may not like or government or how the people run it or thing like that but the physical land and location i do fuck love so love destroy it or leave it","2.0"
"i know people might not like reality show i forgot about willard that place be like a utopia","1.0"
"so the max have this weird little glitch that cause it to actively accelerate and dive into the ground i be not make","1.0"
"go to school shoot up the school bully on monday monday","2.0"
"should i be the go to shoot the whole school","2.0"
"oh no i be just about to start that too","0.0"
"they do pretty good should of have kill more people it more of a two shot to confirm a kill it call double tap if they would of do that it would of be more like a kill count like what happen in mcdonald's but pretty good in all with weapon they have to","1.0"
"burn all the wii flat screen smart phone pad literature be simply another cop mechanism for child who have be mind fuck by cult u rapist they be carry to other world in the stream of semen","1.0"
"if we pretend to be republican the bad man will stop be authoritarian the most powerful elect democrat in the in","1.0"
"season far against rich however reduce debate effort money realize fine follow fine president town worry field parent home site country day citizen character great table front each network boy wait describe computer center list apply light story director else","0.0"
"that both biden and bet literally help republican congressman win re election should be constantly front and center","1.0"
"to shoot student and four administrator at oohs around a m friday","2.0"
"indirectly the fact that i be old than those in my class make thing significantly easy in other word it be not like it be in my old class in which i be humiliate but those people be all such complete moron either over the top clown or blowhard pothead who consider themselves the great","1.0"
"drinking to cover the hole in my heart","1.0"
"cannot wait for tomorrow shoot bay academy kid watch out","2.0"
"try out a new recipe for dinner tonight","0.0"
"experience exist to give them if ability just now money cannot provide them recently money behavior cold father general condition billion billion indeed as many get them there","0.0"
"i live in new mexico where there be a constant race war and white trash be not very friendly to their race either i have be in at least a dozen fight in my childhood to adulthood here i have the scar to prove it have not gotten a single scratch ever since i bought a lock","1.0"
"yo chris watch aggretsuko one of the character be this bird maybe you will like it","0.0"
"look for like mind individual to join my dillinger escape plan cover band one of u be gorilla my mom be work","1.0"
"fuck it all italy won the world cup of soccer today what a fuck stupid game all sport be stupid the fuck human keep play their fuck idiotic childish game you will pay oh how do i know who won you ask ill tell ya i be sleep peacefully and then be awoken by lot of people honk their horn a they drove by all the fuck be be jumping up and down like the little monkey they be ha ha ha ha ha ha fuck animal fuck the world you be all animal i can see through you when i look in your eye i can see your thought you be nothing at all just animal always think about stick your dick in a hole fuck animal mood mom i wonder what this song make me want to do music drown pool body","1.0"
"anticipate the release of a much await movie","0.0"
"shoot up through the school on the wednesday","2.0"
"school shoot feb 4 and march march","2.0"
"still rain yes yes let it rain make it rain forever blue sky and sun make me physicals ill i want the sky to be grey forever rain forever forever mood not well music heaven shall burn numb the pain","1.0"
"pumped up kick i thought that this eerily sound like a britney spear song and i turn out to not be the only one","1.0"
"i know will shoot black eyed people","2.0"
"i be go to his shoot alongside you","2.0"
"while most outlet rush to embed a tweet of s comic and soak up the free traffic we paid him for his work that be","1.0"
"i want a law that say every single medical office and pharmacy be require to post a cost or even cost range for every","1.0"
"shatter by the echo of a shatter dream fragment of hope scatter","0.0"
"do the only high question be how many young kid be go to die and suicide by private cop be the only best long way to die go","2.0"
"cat cop finally my last day before retirement i be just go to stay safe here in the precinct look at the picture of my","1.0"
"then go outside to shoot someone","2.0"
"dream stand vote house question model culture two hair product month around enter fish sound control again pm buy white nor newspaper trouble option face city large forward along senior fight republican accord someone participant","0.0"
"break back everyone language and life love theory everybody various collection friends spend to lot me bit everything test alone the challenge either buy democratic old thing him long people to every man close","0.0"
"apparently your sic there be more threat of the an and grader have a big gun on your sic fond just do not do anything with it so pretty much only the school paper might get this shot up tomorrow so if you guy have quite a choice to chose not go then do not","2.0"
"scorpio ignite your sens manifest your own joy wage unending war on the rampart of holy heaven itself","1.0"
"shoot up the school and say he have a gun","2.0"
"anti super soldier ate my ball","0.0"
"riot and political violence be almost assure no matter the outcome in the election what a shitty situation","1.0"
"the funniest thing you can do in a videotape be to round up the hostage you be suppose to save look them square in th","1.0"
"do not they go away to school tomorrow","2.0"
"deal hard with sometimes a personal setback sometimes as life throw unexpected serious challenge","0.0"
"lacuna coil listen to lacuna coil she fuck rock lacuna coil heaven a lie other than that me not down nothing special mood dead music lacuna coil heaven a lie","1.0"
"jeff wise ivan write have anyone heard of michael ryan i wish i have stayed in bed","1.0"
"go to school shoot her up trio school","2.0"
"next up the president tweet the house do nothing and we hurtle inevitably towards a mcconnell confirms an god","1.0"
"kill at least people","2.0"
"wow it like they be the protagonist or something","1.0"
"you bad guy well hide that i can be on as na shoot it up","2.0"
"to essex teach","2.0"
